table_schema,table_name,constraint_name,constraint_type,column_name,foreign_table_schema,foreign_table_name,foreign_column_name
public,tickets_disponibilites,unique_ticket_preference,UNIQUE,ticket_id,public,tickets_disponibilites,ticket_id
public,tickets_disponibilites,unique_ticket_preference,UNIQUE,preference,public,tickets_disponibilites,preference
public,tickets_disponibilites,unique_ticket_preference,UNIQUE,preference,public,tickets_disponibilites,ticket_id
realtime,messages,16555_17469_10_not_null,CHECK,null,null,null,null
realtime,messages,16555_17469_3_not_null,CHECK,null,null,null,null
realtime,messages,16555_17469_4_not_null,CHECK,null,null,null,null
realtime,messages,16555_17469_8_not_null,CHECK,null,null,null,null
realtime,messages,16555_17469_9_not_null,CHECK,null,null,null,null
realtime,messages,messages_pkey,PRIMARY KEY,id,realtime,messages,inserted_at
realtime,messages,messages_pkey,PRIMARY KEY,id,realtime,messages,id
realtime,messages,messages_pkey,PRIMARY KEY,inserted_at,realtime,messages,id
realtime,messages,messages_pkey,PRIMARY KEY,inserted_at,realtime,messages,inserted_at
realtime,schema_migrations,16555_17304_1_not_null,CHECK,null,null,null,null
realtime,schema_migrations,schema_migrations_pkey,PRIMARY KEY,version,null,null,null
realtime,subscription,16555_17327_1_not_null,CHECK,null,null,null,null
realtime,subscription,16555_17327_2_not_null,CHECK,null,null,null,null
realtime,subscription,16555_17327_4_not_null,CHECK,null,null,null,null
realtime,subscription,16555_17327_5_not_null,CHECK,null,null,null,null
realtime,subscription,16555_17327_7_not_null,CHECK,null,null,null,null
realtime,subscription,16555_17327_8_not_null,CHECK,null,null,null,null
realtime,subscription,16555_17327_9_not_null,CHECK,null,null,null,null
realtime,subscription,pk_subscription,PRIMARY KEY,id,null,null,null
storage,buckets,16542_17084_11_not_null,CHECK,null,null,null,null
storage,buckets,16542_17084_1_not_null,CHECK,null,null,null,null
storage,buckets,16542_17084_2_not_null,CHECK,null,null,null,null
storage,buckets,buckets_pkey,PRIMARY KEY,id,null,null,null
storage,buckets_analytics,16542_17242_1_not_null,CHECK,null,null,null,null
storage,buckets_analytics,16542_17242_2_not_null,CHECK,null,null,null,null
storage,buckets_analytics,16542_17242_3_not_null,CHECK,null,null,null,null
storage,buckets_analytics,16542_17242_4_not_null,CHECK,null,null,null,null
storage,buckets_analytics,16542_17242_5_not_null,CHECK,null,null,null,null
storage,buckets_analytics,16542_17242_6_not_null,CHECK,null,null,null,null
storage,buckets_analytics,buckets_analytics_pkey,PRIMARY KEY,id,null,null,null
storage,objects,16542_17094_1_not_null,CHECK,null,null,null,null
storage,objects,objects_bucketId_fkey,FOREIGN KEY,bucket_id,null,null,null
storage,objects,objects_pkey,PRIMARY KEY,id,null,null,null
storage,prefixes,16542_17197_1_not_null,CHECK,null,null,null,null
storage,prefixes,16542_17197_2_not_null,CHECK,null,null,null,null
storage,prefixes,16542_17197_3_not_null,CHECK,null,null,null,null
storage,prefixes,prefixes_bucketId_fkey,FOREIGN KEY,bucket_id,null,null,null
storage,prefixes,prefixes_pkey,PRIMARY KEY,bucket_id,null,null,null
storage,prefixes,prefixes_pkey,PRIMARY KEY,level,null,null,null
storage,prefixes,prefixes_pkey,PRIMARY KEY,name,null,null,null
storage,s3_multipart_uploads,16542_17144_1_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads,16542_17144_2_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads,16542_17144_3_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads,16542_17144_4_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads,16542_17144_5_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads,16542_17144_6_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads,16542_17144_8_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads,s3_multipart_uploads_bucket_id_fkey,FOREIGN KEY,bucket_id,null,null,null
storage,s3_multipart_uploads,s3_multipart_uploads_pkey,PRIMARY KEY,id,null,null,null
storage,s3_multipart_uploads_parts,16542_17158_10_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads_parts,16542_17158_1_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads_parts,16542_17158_2_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads_parts,16542_17158_3_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads_parts,16542_17158_4_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads_parts,16542_17158_5_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads_parts,16542_17158_6_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads_parts,16542_17158_7_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads_parts,16542_17158_9_not_null,CHECK,null,null,null,null
storage,s3_multipart_uploads_parts,s3_multipart_uploads_parts_bucket_id_fkey,FOREIGN KEY,bucket_id,null,null,null
storage,s3_multipart_uploads_parts,s3_multipart_uploads_parts_upload_id_fkey,FOREIGN KEY,upload_id,null,null,null
storage,s3_multipart_uploads_parts,s3_multipart_uploads_parts_pkey,PRIMARY KEY,id,null,null,null
vault,secrets,16603_16608_1_not_null,CHECK,null,null,null,null
vault,secrets,16603_16608_3_not_null,CHECK,null,null,null,null
vault,secrets,16603_16608_4_not_null,CHECK,null,null,null,null
vault,secrets,16603_16608_7_not_null,CHECK,null,null,null,null
vault,secrets,16603_16608_8_not_null,CHECK,null,null,null,null
vault,secrets,secrets_pkey,PRIMARY KEY,id,null,null,null
