table_schema,table_name,ordinal_position,column_name,data_type,udt_name,is_nullable,column_default,is_identity,identity_generation
public,factures_commissions_jtec,10,montant_commission,numeric,numeric,YES,null,NO,null
public,factures_commissions_jtec,11,statut_commission,text,text,YES,null,NO,null
public,factures_stats,1,entreprise_id,uuid,uuid,YES,null,NO,null
public,factures_stats,2,entreprise_nom,text,text,YES,null,NO,null
public,factures_stats,3,total_factures,bigint,int8,YES,null,NO,null
public,factures_stats,4,factures_brouillon,bigint,int8,YES,null,NO,null
public,factures_stats,5,factures_envoyees,bigint,int8,YES,null,NO,null
public,factures_stats,6,factures_payees,bigint,int8,YES,null,NO,null
public,factures_stats,7,factures_annulees,bigint,int8,YES,null,NO,null
public,factures_stats,8,ca_ht_total,numeric,numeric,YES,null,NO,null
public,factures_stats,9,ca_ttc_total,numeric,numeric,YES,null,NO,null
public,factures_stats,10,commissions_jtec_total,numeric,numeric,YES,null,NO,null
public,factures_stats,11,ca_ht_paye,numeric,numeric,YES,null,NO,null
public,factures_stats,12,ca_ttc_paye,numeric,numeric,YES,null,NO,null
public,factures_stats,13,commissions_jtec_payees,numeric,numeric,YES,null,NO,null
public,factures_stats,14,ca_en_attente,numeric,numeric,YES,null,NO,null
public,factures_stats,15,taux_paiement,numeric,numeric,YES,null,NO,null
public,factures_stats,16,delai_moyen_paiement_jours,numeric,numeric,YES,null,NO,null
public,immeubles,1,id,uuid,uuid,NO,uuid_generate_v4(),NO,null
public,immeubles,2,nom,text,text,NO,null,NO,null
public,immeubles,3,adresse,text,text,NO,null,NO,null
public,immeubles,4,npa,text,text,NO,null,NO,null
public,immeubles,5,ville,text,text,NO,null,NO,null
public,immeubles,6,nombre_etages,integer,int4,YES,0,NO,null
public,immeubles,7,annee_construction,integer,int4,YES,null,NO,null
public,immeubles,8,regie_id,uuid,uuid,NO,null,NO,null
public,immeubles,9,type_chauffage,text,text,YES,null,NO,null
public,immeubles,10,ascenseur,boolean,bool,YES,false,NO,null
public,immeubles,11,digicode,text,text,YES,null,NO,null
public,immeubles,12,interphone,boolean,bool,YES,false,NO,null
public,immeubles,13,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,immeubles,14,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,immeubles,15,photo_url,text,text,YES,null,NO,null
public,immeubles,16,pays,text,text,YES,'Suisse'::text,NO,null
public,immeubles,17,type_immeuble,text,text,YES,null,NO,null
public,immeubles,18,description,text,text,YES,null,NO,null
public,immeubles,19,proprietaire_id,uuid,uuid,YES,null,NO,null
public,locataires,1,id,uuid,uuid,NO,uuid_generate_v4(),NO,null
public,locataires,2,nom,text,text,NO,null,NO,null
public,locataires,3,prenom,text,text,NO,null,NO,null
public,locataires,4,telephone,text,text,YES,null,NO,null
public,locataires,5,email,text,text,NO,null,NO,null
public,locataires,6,date_naissance,date,date,YES,null,NO,null
public,locataires,7,profile_id,uuid,uuid,NO,null,NO,null
public,locataires,8,logement_id,uuid,uuid,YES,null,NO,null
public,locataires,9,date_entree,date,date,NO,null,NO,null
public,locataires,10,date_sortie,date,date,YES,null,NO,null
public,locataires,11,contact_urgence_nom,text,text,YES,null,NO,null
public,locataires,12,contact_urgence_telephone,text,text,YES,null,NO,null
public,locataires,13,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,locataires,14,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,locataires,15,signature_url,text,text,YES,null,NO,null
public,locataires,16,regie_id,uuid,uuid,NO,null,NO,null
public,logements,1,id,uuid,uuid,NO,uuid_generate_v4(),NO,null
public,logements,2,numero,text,text,NO,null,NO,null
public,logements,3,etage,integer,int4,YES,null,NO,null
public,logements,4,superficie,numeric,numeric,YES,null,NO,null
public,logements,5,nombre_pieces,integer,int4,YES,null,NO,null
public,logements,6,type_logement,text,text,YES,null,NO,null
public,logements,7,immeuble_id,uuid,uuid,YES,null,NO,null
public,logements,8,statut,text,text,YES,'vacant'::text,NO,null
public,logements,9,loyer_mensuel,numeric,numeric,YES,null,NO,null
public,logements,10,charges_mensuelles,numeric,numeric,YES,null,NO,null
public,logements,11,depot_garantie,numeric,numeric,YES,null,NO,null
public,logements,12,balcon,boolean,bool,YES,false,NO,null
public,logements,13,parking,boolean,bool,YES,false,NO,null
public,logements,14,cave,boolean,bool,YES,false,NO,null
public,logements,15,meuble,boolean,bool,YES,false,NO,null
public,logements,16,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,logements,17,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,logements,18,photo_url,text,text,YES,null,NO,null
public,logements,19,regie_id,uuid,uuid,NO,null,NO,null
public,logements,20,adresse,text,text,YES,null,NO,null
public,logements,21,npa,text,text,YES,null,NO,null
public,logements,22,ville,text,text,YES,null,NO,null
public,logements,23,pays,text,text,YES,'Suisse'::text,NO,null
public,logements,24,orientation,text,text,YES,null,NO,null
public,logements,25,annee_construction,integer,int4,YES,null,NO,null
public,logements,26,annee_renovation,integer,int4,YES,null,NO,null
public,logements,27,type_chauffage,text,text,YES,null,NO,null
public,logements,28,description,text,text,YES,null,NO,null
public,logements,29,proprietaire_id,uuid,uuid,YES,null,NO,null
public,messages,1,id,uuid,uuid,NO,gen_random_uuid(),NO,null
public,messages,2,mission_id,uuid,uuid,NO,null,NO,null
public,messages,3,sender_user_id,uuid,uuid,NO,null,NO,null
public,messages,4,sender_name,text,text,NO,null,NO,null
public,messages,5,sender_role,text,text,NO,null,NO,null
public,messages,6,content,text,text,NO,null,NO,null
public,messages,7,type,text,text,NO,'message'::text,NO,null
public,messages,8,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
public,migration_logs,1,id,uuid,uuid,NO,uuid_generate_v4(),NO,null
public,migration_logs,2,migration_name,text,text,NO,null,NO,null
public,migration_logs,3,executed_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,migration_logs,4,description,text,text,YES,null,NO,null
public,missions,1,id,uuid,uuid,NO,gen_random_uuid(),NO,null
public,missions,2,ticket_id,uuid,uuid,NO,null,NO,null
public,missions,3,entreprise_id,uuid,uuid,NO,null,NO,null
public,missions,4,technicien_id,uuid,uuid,YES,null,NO,null
public,missions,5,date_intervention_prevue,timestamp with time zone,timestamptz,YES,null,NO,null
public,missions,6,date_intervention_realisee,timestamp with time zone,timestamptz,YES,null,NO,null
public,missions,7,statut,USER-DEFINED,mission_status,NO,'en_attente'::mission_status,NO,null
public,missions,8,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
public,missions,9,started_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,missions,10,completed_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,missions,11,validated_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,missions,12,notes,text,text,YES,null,NO,null
public,missions,13,devis_url,text,text,YES,null,NO,null
public,missions,14,facture_url,text,text,YES,null,NO,null
public,missions,15,montant_reel_chf,numeric,numeric,YES,null,NO,null
public,missions,16,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,null
public,missions,17,rapport_url,text,text,YES,null,NO,null
public,missions,18,signature_locataire_url,text,text,YES,null,NO,null
public,missions,19,signature_technicien_url,text,text,YES,null,NO,null
public,missions,20,devise,text,text,NO,'CHF'::text,NO,null
public,notifications,1,id,uuid,uuid,NO,gen_random_uuid(),NO,null
public,notifications,2,user_id,uuid,uuid,NO,null,NO,null
public,notifications,3,type,text,text,NO,null,NO,null
public,notifications,4,title,text,text,NO,null,NO,null
public,notifications,5,message,text,text,NO,null,NO,null
public,notifications,6,related_mission_id,uuid,uuid,YES,null,NO,null
public,notifications,7,related_ticket_id,uuid,uuid,YES,null,NO,null
public,notifications,8,related_facture_id,uuid,uuid,YES,null,NO,null
public,notifications,9,related_message_id,uuid,uuid,YES,null,NO,null
public,notifications,10,read,boolean,bool,NO,false,NO,null
public,notifications,11,read_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,notifications,12,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
public,plans,1,id,uuid,uuid,NO,gen_random_uuid(),NO,null
public,plans,2,nom,character varying,varchar,NO,null,NO,null
public,plans,3,nom_affichage,character varying,varchar,NO,null,NO,null
public,plans,4,description,text,text,YES,null,NO,null
public,plans,5,prix_mensuel,numeric,numeric,NO,null,NO,null
public,plans,6,prix_annuel,numeric,numeric,NO,null,NO,null
public,plans,7,limite_missions_mois,integer,int4,YES,null,NO,null
public,plans,8,limite_techniciens,integer,int4,YES,null,NO,null
public,plans,9,limite_utilisateurs,integer,int4,YES,null,NO,null
public,plans,10,modules_actifs,jsonb,jsonb,YES,'[]'::jsonb,NO,null
public,plans,11,actif,boolean,bool,YES,true,NO,null
public,plans,12,ordre_affichage,integer,int4,YES,0,NO,null
public,plans,13,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,plans,14,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,profiles,1,id,uuid,uuid,NO,null,NO,null
public,profiles,2,email,text,text,NO,null,NO,null
public,profiles,3,role,USER-DEFINED,user_role,NO,'regie'::user_role,NO,null
public,profiles,4,language,text,text,NO,'fr'::text,NO,null
public,profiles,5,is_demo,boolean,bool,NO,false,NO,null
public,profiles,6,regie_id,uuid,uuid,YES,null,NO,null
public,profiles,7,entreprise_id,uuid,uuid,YES,null,NO,null
public,profiles,8,logement_id,uuid,uuid,YES,null,NO,null
public,profiles,9,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,profiles,10,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,profiles_backup_20241220,1,id,uuid,uuid,YES,null,NO,null
public,profiles_backup_20241220,2,email,text,text,YES,null,NO,null
public,profiles_backup_20241220,3,role,USER-DEFINED,user_role,YES,null,NO,null
public,profiles_backup_20241220,4,language,text,text,YES,null,NO,null
public,profiles_backup_20241220,5,is_demo,boolean,bool,YES,null,NO,null
public,profiles_backup_20241220,6,regie_id,uuid,uuid,YES,null,NO,null
public,profiles_backup_20241220,7,entreprise_id,uuid,uuid,YES,null,NO,null
public,profiles_backup_20241220,8,logement_id,uuid,uuid,YES,null,NO,null
public,profiles_backup_20241220,9,created_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,profiles_backup_20241220,10,updated_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,quotas_usage,1,client_nom,text,text,YES,null,NO,null
public,quotas_usage,2,client_type,text,text,YES,null,NO,null
public,quotas_usage,3,plan_nom,character varying,varchar,YES,null,NO,null
public,quotas_usage,4,statut,character varying,varchar,YES,null,NO,null
public,quotas_usage,5,missions_utilisees,integer,int4,YES,null,NO,null
public,quotas_usage,6,missions_limite,integer,int4,YES,null,NO,null
public,quotas_usage,7,missions_pourcentage,numeric,numeric,YES,null,NO,null
public,quotas_usage,8,techniciens_utilises,bigint,int8,YES,null,NO,null
public,quotas_usage,9,techniciens_limite,integer,int4,YES,null,NO,null
public,quotas_usage,10,utilisateurs_utilises,bigint,int8,YES,null,NO,null
public,quotas_usage,11,utilisateurs_limite,integer,int4,YES,null,NO,null
public,quotas_usage,12,date_fin,date,date,YES,null,NO,null
public,quotas_usage,13,jours_restants,integer,int4,YES,null,NO,null
public,regies,1,id,uuid,uuid,NO,uuid_generate_v4(),NO,null
public,regies,2,nom,text,text,NO,null,NO,null
public,regies,3,adresse,text,text,YES,null,NO,null
public,regies,4,code_postal,text,text,YES,null,NO,null
public,regies,5,ville,text,text,YES,null,NO,null
public,regies,6,telephone,text,text,YES,null,NO,null
public,regies,7,email,text,text,YES,null,NO,null
public,regies,8,siret,text,text,YES,null,NO,null
public,regies,9,nb_collaborateurs,integer,int4,NO,1,NO,null
public,regies,10,nb_logements_geres,integer,int4,NO,0,NO,null
public,regies,11,statut_validation,text,text,NO,'en_attente'::text,NO,null
public,regies,12,date_validation,timestamp with time zone,timestamptz,YES,null,NO,null
public,regies,13,admin_validateur_id,uuid,uuid,YES,null,NO,null
public,regies,14,commentaire_refus,text,text,YES,null,NO,null
public,regies,15,profile_id,uuid,uuid,YES,null,NO,null
public,regies,16,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,regies,17,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,regies_backup_20241220,1,id,uuid,uuid,YES,null,NO,null
public,regies_backup_20241220,2,nom,text,text,YES,null,NO,null
public,regies_backup_20241220,3,adresse,text,text,YES,null,NO,null
public,regies_backup_20241220,4,code_postal,text,text,YES,null,NO,null
public,regies_backup_20241220,5,ville,text,text,YES,null,NO,null
public,regies_backup_20241220,6,telephone,text,text,YES,null,NO,null
public,regies_backup_20241220,7,email,text,text,YES,null,NO,null
public,regies_backup_20241220,8,siret,text,text,YES,null,NO,null
public,regies_backup_20241220,9,nb_collaborateurs,integer,int4,YES,null,NO,null
public,regies_backup_20241220,10,nb_logements_geres,integer,int4,YES,null,NO,null
public,regies_backup_20241220,11,statut_validation,text,text,YES,null,NO,null
public,regies_backup_20241220,12,date_validation,timestamp with time zone,timestamptz,YES,null,NO,null
public,regies_backup_20241220,13,admin_validateur_id,uuid,uuid,YES,null,NO,null
public,regies_backup_20241220,14,commentaire_refus,text,text,YES,null,NO,null
public,regies_backup_20241220,15,profile_id,uuid,uuid,YES,null,NO,null
public,regies_backup_20241220,16,created_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,regies_backup_20241220,17,updated_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,regies_entreprises,1,id,uuid,uuid,NO,uuid_generate_v4(),NO,null
public,regies_entreprises,2,regie_id,uuid,uuid,NO,null,NO,null
public,regies_entreprises,3,entreprise_id,uuid,uuid,NO,null,NO,null
public,regies_entreprises,4,mode_diffusion,text,text,NO,'restreint'::text,NO,null
public,regies_entreprises,5,date_autorisation,timestamp with time zone,timestamptz,YES,now(),NO,null
public,regies_entreprises,6,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,regies_entreprises,7,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,techniciens,1,id,uuid,uuid,NO,gen_random_uuid(),NO,null
public,techniciens,2,profile_id,uuid,uuid,NO,null,NO,null
public,techniciens,3,entreprise_id,uuid,uuid,NO,null,NO,null
public,techniciens,4,nom,text,text,NO,null,NO,null
public,techniciens,5,prenom,text,text,NO,null,NO,null
public,techniciens,6,telephone,text,text,YES,null,NO,null
public,techniciens,7,email,text,text,YES,null,NO,null
public,techniciens,8,specialites,ARRAY,_text,YES,ARRAY[]::text[],NO,null
public,techniciens,9,actif,boolean,bool,NO,true,NO,null
public,techniciens,10,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
public,techniciens,11,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,null
public,tickets,1,id,uuid,uuid,NO,uuid_generate_v4(),NO,null
public,tickets,2,titre,text,text,NO,null,NO,null
public,tickets,3,description,text,text,NO,null,NO,null
public,tickets,4,categorie,text,text,NO,null,NO,null
public,tickets,5,priorite,text,text,YES,'normale'::text,NO,null
public,tickets,6,statut,USER-DEFINED,ticket_status,NO,'nouveau'::ticket_status,NO,null
public,tickets,7,logement_id,uuid,uuid,NO,null,NO,null
public,tickets,8,locataire_id,uuid,uuid,NO,null,NO,null
public,tickets,9,regie_id,uuid,uuid,NO,null,NO,null
public,tickets,10,entreprise_id,uuid,uuid,YES,null,NO,null
public,tickets,11,technicien_id,uuid,uuid,YES,null,NO,null
public,tickets,12,date_creation,timestamp with time zone,timestamptz,YES,now(),NO,null
public,tickets,13,date_cloture,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets,14,date_limite,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets,15,photos,ARRAY,_text,YES,null,NO,null
public,tickets,16,urgence,boolean,bool,YES,false,NO,null
public,tickets,17,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,tickets,18,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
public,tickets,19,locked_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets,20,plafond_intervention_chf,numeric,numeric,YES,0,NO,null
public,tickets,21,devise,text,text,NO,'CHF'::text,NO,null
public,tickets,22,mode_diffusion,text,text,YES,null,NO,null
public,tickets,23,sous_categorie,text,text,YES,null,NO,null
public,tickets,24,piece,text,text,YES,null,NO,null
public,tickets,29,plafond_valide_par,uuid,uuid,YES,null,NO,null
public,tickets,30,plafond_valide_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets,31,diffuse_par,uuid,uuid,YES,null,NO,null
public,tickets,32,diffuse_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets_complets,1,ticket_id,uuid,uuid,YES,null,NO,null
public,tickets_complets,2,titre,text,text,YES,null,NO,null
public,tickets_complets,3,description,text,text,YES,null,NO,null
public,tickets_complets,4,categorie,text,text,YES,null,NO,null
public,tickets_complets,5,priorite,text,text,YES,null,NO,null
public,tickets_complets,6,statut,USER-DEFINED,ticket_status,YES,null,NO,null
public,tickets_complets,7,created_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets_complets,8,updated_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets_complets,9,locataire_id,uuid,uuid,YES,null,NO,null
public,tickets_complets,10,logement_id,uuid,uuid,YES,null,NO,null
public,tickets_complets,11,regie_id,uuid,uuid,YES,null,NO,null
public,tickets_complets,12,entreprise_id,uuid,uuid,YES,null,NO,null
public,tickets_complets,13,locataire_nom,text,text,YES,null,NO,null
public,tickets_complets,14,locataire_prenom,text,text,YES,null,NO,null
public,tickets_complets,15,locataire_email,text,text,YES,null,NO,null
public,tickets_complets,16,locataire_telephone,text,text,YES,null,NO,null
public,tickets_complets,17,logement_numero,text,text,YES,null,NO,null
public,tickets_complets,18,logement_etage,integer,int4,YES,null,NO,null
public,tickets_complets,19,immeuble_nom,text,text,YES,null,NO,null
public,tickets_complets,20,immeuble_adresse,text,text,YES,null,NO,null
public,tickets_complets,21,immeuble_code_postal,text,text,YES,null,NO,null
public,tickets_complets,22,immeuble_ville,text,text,YES,null,NO,null
public,tickets_complets,23,regie_nom,text,text,YES,null,NO,null
public,tickets_disponibilites,1,id,uuid,uuid,NO,gen_random_uuid(),NO,null
public,tickets_disponibilites,2,ticket_id,uuid,uuid,NO,null,NO,null
public,tickets_disponibilites,3,date_debut,timestamp with time zone,timestamptz,NO,null,NO,null
public,tickets_disponibilites,4,date_fin,timestamp with time zone,timestamptz,NO,null,NO,null
public,tickets_disponibilites,5,preference,integer,int4,NO,null,NO,null
public,tickets_disponibilites,6,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
public,tickets_visibles_entreprise,1,id,uuid,uuid,YES,null,NO,null
public,tickets_visibles_entreprise,2,regie_id,uuid,uuid,YES,null,NO,null
public,tickets_visibles_entreprise,3,entreprise_id,uuid,uuid,YES,null,NO,null
public,tickets_visibles_entreprise,4,technicien_id,uuid,uuid,YES,null,NO,null
public,tickets_visibles_entreprise,5,locataire_id,uuid,uuid,YES,null,NO,null
public,tickets_visibles_entreprise,6,logement_id,uuid,uuid,YES,null,NO,null
public,tickets_visibles_entreprise,7,titre,text,text,YES,null,NO,null
public,tickets_visibles_entreprise,8,description,text,text,YES,null,NO,null
public,tickets_visibles_entreprise,9,categorie,text,text,YES,null,NO,null
public,tickets_visibles_entreprise,10,sous_categorie,text,text,YES,null,NO,null
public,tickets_visibles_entreprise,11,piece,text,text,YES,null,NO,null
public,tickets_visibles_entreprise,12,priorite,text,text,YES,null,NO,null
public,tickets_visibles_entreprise,13,statut,USER-DEFINED,ticket_status,YES,null,NO,null
public,tickets_visibles_entreprise,14,urgence,boolean,bool,YES,null,NO,null
public,tickets_visibles_entreprise,15,mode_diffusion,text,text,YES,null,NO,null
public,tickets_visibles_entreprise,16,locked_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets_visibles_entreprise,17,plafond_intervention_chf,numeric,numeric,YES,null,NO,null
public,tickets_visibles_entreprise,18,devise,text,text,YES,null,NO,null
public,tickets_visibles_entreprise,19,date_creation,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets_visibles_entreprise,20,date_cloture,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets_visibles_entreprise,21,date_limite,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets_visibles_entreprise,22,created_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets_visibles_entreprise,23,updated_at,timestamp with time zone,timestamptz,YES,null,NO,null
public,tickets_visibles_entreprise,24,photos,ARRAY,_text,YES,null,NO,null
public,tickets_visibles_entreprise,25,ville,text,text,YES,null,NO,null
public,tickets_visibles_entreprise,26,visible_par_entreprise_id,uuid,uuid,YES,null,NO,null
public,tickets_visibles_entreprise,27,autorisation_mode,text,text,YES,null,NO,null
realtime,messages,3,topic,text,text,NO,null,NO,null
realtime,messages,4,extension,text,text,NO,null,NO,null
realtime,messages,5,payload,jsonb,jsonb,YES,null,NO,null
realtime,messages,6,event,text,text,YES,null,NO,null
realtime,messages,7,private,boolean,bool,YES,false,NO,null
realtime,messages,8,updated_at,timestamp without time zone,timestamp,NO,now(),NO,null
realtime,messages,9,inserted_at,timestamp without time zone,timestamp,NO,now(),NO,null
realtime,messages,10,id,uuid,uuid,NO,gen_random_uuid(),NO,null
realtime,schema_migrations,1,version,bigint,int8,NO,null,NO,null
realtime,schema_migrations,2,inserted_at,timestamp without time zone,timestamp,YES,null,NO,null
realtime,subscription,1,id,bigint,int8,NO,null,YES,ALWAYS
realtime,subscription,2,subscription_id,uuid,uuid,NO,null,NO,null
realtime,subscription,4,entity,regclass,regclass,NO,null,NO,null
realtime,subscription,5,filters,ARRAY,_user_defined_filter,NO,'{}'::realtime.user_defined_filter[],NO,null
realtime,subscription,7,claims,jsonb,jsonb,NO,null,NO,null
realtime,subscription,8,claims_role,regrole,regrole,NO,null,NO,null
"realtime,subscription,9,created_at,timestamp without time zone,timestamp,NO,""timezone('utc'::text, now())"",NO,null"
storage,buckets,1,id,text,text,NO,null,NO,null
storage,buckets,2,name,text,text,NO,null,NO,null
storage,buckets,3,owner,uuid,uuid,YES,null,NO,null
storage,buckets,4,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
storage,buckets,5,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
storage,buckets,6,public,boolean,bool,YES,false,NO,null
storage,buckets,7,avif_autodetection,boolean,bool,YES,false,NO,null
storage,buckets,8,file_size_limit,bigint,int8,YES,null,NO,null
storage,buckets,9,allowed_mime_types,ARRAY,_text,YES,null,NO,null
storage,buckets,10,owner_id,text,text,YES,null,NO,null
storage,buckets,11,type,USER-DEFINED,buckettype,NO,'STANDARD'::storage.buckettype,NO,null
storage,buckets_analytics,1,name,text,text,NO,null,NO,null
storage,buckets_analytics,2,type,USER-DEFINED,buckettype,NO,'ANALYTICS'::storage.buckettype,NO,null
storage,buckets_analytics,3,format,text,text,NO,'ICEBERG'::text,NO,null
storage,buckets_analytics,4,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
storage,buckets_analytics,5,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,null
storage,buckets_analytics,6,id,uuid,uuid,NO,gen_random_uuid(),NO,null
storage,buckets_analytics,7,deleted_at,timestamp with time zone,timestamptz,YES,null,NO,null
storage,buckets_vectors,1,id,text,text,NO,null,NO,null
storage,buckets_vectors,2,type,USER-DEFINED,buckettype,NO,'VECTOR'::storage.buckettype,NO,null
storage,buckets_vectors,3,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
storage,buckets_vectors,4,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,null
storage,migrations,1,id,integer,int4,NO,null,NO,null
storage,migrations,2,name,character varying,varchar,NO,null,NO,null
storage,migrations,3,hash,character varying,varchar,NO,null,NO,null
storage,migrations,4,executed_at,timestamp without time zone,timestamp,YES,CURRENT_TIMESTAMP,NO,null
storage,objects,1,id,uuid,uuid,NO,gen_random_uuid(),NO,null
storage,objects,2,bucket_id,text,text,YES,null,NO,null
storage,objects,3,name,text,text,YES,null,NO,null
storage,objects,4,owner,uuid,uuid,YES,null,NO,null
storage,objects,5,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
storage,objects,6,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
storage,objects,7,last_accessed_at,timestamp with time zone,timestamptz,YES,now(),NO,null
storage,objects,8,metadata,jsonb,jsonb,YES,null,NO,null
storage,objects,9,path_tokens,ARRAY,_text,YES,null,NO,null
storage,objects,10,version,text,text,YES,null,NO,null
storage,objects,11,owner_id,text,text,YES,null,NO,null
storage,objects,12,user_metadata,jsonb,jsonb,YES,null,NO,null
storage,objects,13,level,integer,int4,YES,null,NO,null
storage,prefixes,1,bucket_id,text,text,NO,null,NO,null
storage,prefixes,2,name,text,text,NO,null,NO,null
storage,prefixes,3,level,integer,int4,NO,null,NO,null
storage,prefixes,4,created_at,timestamp with time zone,timestamptz,YES,now(),NO,null
storage,prefixes,5,updated_at,timestamp with time zone,timestamptz,YES,now(),NO,null
storage,s3_multipart_uploads,1,id,text,text,NO,null,NO,null
storage,s3_multipart_uploads,2,in_progress_size,bigint,int8,NO,0,NO,null
storage,s3_multipart_uploads,3,upload_signature,text,text,NO,null,NO,null
storage,s3_multipart_uploads,4,bucket_id,text,text,NO,null,NO,null
storage,s3_multipart_uploads,5,key,text,text,NO,null,NO,null
storage,s3_multipart_uploads,6,version,text,text,NO,null,NO,null
storage,s3_multipart_uploads,7,owner_id,text,text,YES,null,NO,null
storage,s3_multipart_uploads,8,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
storage,s3_multipart_uploads,9,user_metadata,jsonb,jsonb,YES,null,NO,null
storage,s3_multipart_uploads_parts,1,id,uuid,uuid,NO,gen_random_uuid(),NO,null
storage,s3_multipart_uploads_parts,2,upload_id,text,text,NO,null,NO,null
storage,s3_multipart_uploads_parts,3,size,bigint,int8,NO,0,NO,null
storage,s3_multipart_uploads_parts,4,part_number,integer,int4,NO,null,NO,null
storage,s3_multipart_uploads_parts,5,bucket_id,text,text,NO,null,NO,null
storage,s3_multipart_uploads_parts,6,key,text,text,NO,null,NO,null
storage,s3_multipart_uploads_parts,7,etag,text,text,NO,null,NO,null
storage,s3_multipart_uploads_parts,8,owner_id,text,text,YES,null,NO,null
storage,s3_multipart_uploads_parts,9,version,text,text,NO,null,NO,null
storage,s3_multipart_uploads_parts,10,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
storage,vector_indexes,1,id,text,text,NO,gen_random_uuid(),NO,null
storage,vector_indexes,2,name,text,text,NO,null,NO,null
storage,vector_indexes,3,bucket_id,text,text,NO,null,NO,null
storage,vector_indexes,4,data_type,text,text,NO,null,NO,null
storage,vector_indexes,5,dimension,integer,int4,NO,null,NO,null
storage,vector_indexes,6,distance_metric,text,text,NO,null,NO,null
storage,vector_indexes,7,metadata_configuration,jsonb,jsonb,YES,null,NO,null
storage,vector_indexes,8,created_at,timestamp with time zone,timestamptz,NO,now(),NO,null
storage,vector_indexes,9,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,null
vault,decrypted_secrets,1,id,uuid,uuid,YES,null,NO,null
vault,decrypted_secrets,2,name,text,text,YES,null,NO,null
vault,decrypted_secrets,3,description,text,text,YES,null,NO,null
vault,decrypted_secrets,4,secret,text,text,YES,null,NO,null
vault,decrypted_secrets,5,decrypted_secret,text,text,YES,null,NO,null
vault,decrypted_secrets,6,key_id,uuid,uuid,YES,null,NO,null
vault,decrypted_secrets,7,nonce,bytea,bytea,YES,null,NO,null
vault,decrypted_secrets,8,created_at,timestamp with time zone,timestamptz,YES,null,NO,null
vault,decrypted_secrets,9,updated_at,timestamp with time zone,timestamptz,YES,null,NO,null
vault,secrets,1,id,uuid,uuid,NO,gen_random_uuid(),NO,null
